,precision,recall,f1-score,support
0,0.9508196721311475,0.8923076923076924,0.9206349206349206,130.0
1,0.9387755102040817,0.92,0.9292929292929293,100.0
2,0.9263157894736842,0.9777777777777777,0.9513513513513514,90.0
3,0.8888888888888888,0.9504950495049505,0.9186602870813396,101.0
4,0.9449152542372882,0.948936170212766,0.9469214437367304,470.0
5,0.9115384615384615,0.9367588932806324,0.9239766081871346,253.0
6,0.8961748633879781,0.9425287356321839,0.9187675070028011,174.0
7,0.9027149321266968,0.925754060324826,0.9140893470790379,431.0
8,0.9405940594059405,0.867579908675799,0.9026128266033253,219.0
9,0.9740820734341252,0.9376299376299376,0.9555084745762712,481.0
10,0.9636363636363636,0.9512820512820512,0.9574193548387097,390.0
11,0.9312977099236641,0.9606299212598425,0.945736434108527,254.0
12,0.9607843137254902,0.9671052631578947,0.9639344262295081,152.0
accuracy,0.9371340523882897,0.9371340523882897,0.9371340523882897,0.9371340523882897
macro avg,0.9331182993933701,0.9368296508497197,0.9345312239017376,3245.0
weighted avg,0.9378412516553218,0.9371340523882897,0.9371574049925094,3245.0
