,precision,recall,f1-score,support
0,0.8712121212121212,0.8846153846153846,0.8778625954198475,130.0
1,0.912621359223301,0.94,0.9261083743842364,100.0
2,0.9294117647058824,0.8777777777777778,0.9028571428571429,90.0
3,0.967391304347826,0.8811881188118812,0.922279792746114,101.0
4,0.9235537190082644,0.951063829787234,0.9371069182389936,470.0
5,0.94,0.9288537549407114,0.9343936381709742,253.0
6,0.9028571428571428,0.9080459770114943,0.9054441260744985,174.0
7,0.9097222222222222,0.9118329466357309,0.9107763615295481,431.0
8,0.9074074074074074,0.8949771689497716,0.9011494252873563,219.0
9,0.9380165289256198,0.9438669438669439,0.9409326424870467,481.0
10,0.9399477806788512,0.9230769230769231,0.9314359637774903,390.0
11,0.9224806201550387,0.937007874015748,0.9296875,254.0
12,0.9602649006622517,0.9539473684210527,0.9570957095709571,152.0
accuracy,0.9254237288135593,0.9254237288135593,0.9254237288135593,0.9254237288135593
macro avg,0.924991297800456,0.9181733898392811,0.9213177069649389,3245.0
weighted avg,0.9256422527986471,0.9254237288135593,0.9253909499092429,3245.0
